bps_used variant success reddening_law gmax e_gmax Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
c-o  True F19 None None None None 1.2855639414820415 0.058143708679185654 16.770841601613615 0.02743698458552153 16.693190502689642 0.02261942782656089 58664.04880066046 0.7586866095802384 1.424 1.277 0.089 0.172
c-o  True O94 None None None None 1.2854818596945745 0.0581164944098379 16.771053628596835 0.027432240317997268 16.693559920377915 0.022616948615826117 58664.04920678758 0.7582599151386047 1.423 1.276 0.09 0.173
c-o-ztfr  True F19 None None None None 1.2865420243549845 0.04199932165621766 16.77195364714441 0.024912409406907324 16.693218373022855 0.021174161463928236 58664.049871984156 0.6123433278480318 1.906 1.729 0.004 0.013
c-o-ztfr  True O94 None None None None 1.2864542906706622 0.04666350881434862 16.772166494129127 0.026192419544280154 16.693585838275023 0.0221397769047234 58664.05038004392 0.6931972401618408 1.259 1.13 0.174 0.297
J-asg-c-o-ztfr 2D True F19 16.545094687633018 0.06129533750832933 17.261405688049194 0.05800075736188532 1.0999661875210056 0.03544668129228907 16.770465007042315 0.026109934112598834 16.806535844697848 0.0229937607788339 58666.05035443639 0.4176146805787867 2.609 1.948 0.0 0.001
J-c-o 1D3 True O94 None None 17.20750365800478 0.05961188769101133 1.087264801175078 0.0362485722815927 16.725475031517735 0.026819218116044263 16.669403597880905 0.023621967332460077 58666.19069525785 0.38870612119962683 2.239 1.642 0.0 0.025
J-c-o 2D True O94 None None 17.21754308994706 0.060413219650762316 1.0870599163279482 0.03646517296422889 16.725254058677034 0.02688366901375239 16.669245757141496 0.023657172005029196 58666.19282221884 0.3895997578835203 2.148 1.65 0.001 0.024
J-c-o-ztfr 2D True F19 None None 17.220147911522016 0.05530199565888814 1.0902561026404693 0.03421668935120201 16.72424468457673 0.02523839472853909 16.668730948142354 0.02212250239488645 58666.21333924338 0.3725487351488011 3.424 1.716 0.0 0.012
J-c-o-ztfr 2D True F99 None None 17.22351332495008 0.05961130658729327 1.090237052352301 0.0359201789871665 16.7302186143928 0.026542040467695958 16.67168638136955 0.023368140826625017 58666.21343189492 0.4236947312570318 2.03 1.54 0.001 0.036
J-c-o-ztfr 2D True O94 None None 17.22045450807643 0.05963354336848526 1.090213077994366 0.03593045132343898 16.72445544808826 0.026550955890639223 16.669117496935034 0.02337619933929175 58666.212576327176 0.42381779861755564 2.034 1.543 0.001 0.036
